run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
14/03/2025 12:26,2024,ABERDEEN,CANADA,TORONTO,TUI AIRWAYS LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,44
14/03/2025 12:26,2024,ABERDEEN,AZERBAIJAN,BAKU (HEYDER ALIYEV INT'L),AIR HAMBURG,A,C,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,BULGARIA,BURGAS,BH AIR,A,C,13,0,0,0.000000,23.076923,53.846154,7.692308,7.692308,7.692308,0.000000,0.000000,0.000000,0.000000,0.000000,13,13,76.923077,11
14/03/2025 12:26,2024,ABERDEEN,BULGARIA,BURGAS,BH AIR,D,C,13,0,0,0.000000,0.000000,46.153846,30.769231,23.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21,13,69.230769,13
14/03/2025 12:26,2024,ABERDEEN,LATVIA,RIGA,AIR BALTIC,A,S,33,0,0,3.030303,21.212121,24.242424,18.181818,9.090909,18.181818,3.030303,3.030303,0.000000,0.000000,0.000000,35,34,61.764706,24
14/03/2025 12:26,2024,ABERDEEN,LATVIA,RIGA,AIR BALTIC,D,S,33,0,0,0.000000,15.151515,21.212121,21.212121,18.181818,15.151515,6.060606,3.030303,0.000000,0.000000,0.000000,41,34,61.764706,27
14/03/2025 12:26,2024,ABERDEEN,POLAND,GDANSK,WIZZ AIR,A,S,138,0,1,20.143885,29.496403,23.021583,5.755396,9.352518,7.194245,2.158273,2.158273,0.000000,0.000000,0.719424,22,127,72.656250,14
14/03/2025 12:26,2024,ABERDEEN,POLAND,GDANSK,WIZZ AIR,D,S,138,0,1,2.158273,28.057554,32.374101,10.071942,12.230216,7.194245,3.597122,3.597122,0.000000,0.000000,0.719424,30,127,64.843750,19
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,A,S,277,0,5,29.432624,37.943262,15.602837,7.446809,3.546099,2.836879,0.709220,0.709220,0.000000,0.000000,1.773050,9,279,70.877193,21
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,D,S,285,0,4,5.190311,62.629758,16.955017,4.152249,5.190311,3.460208,0.346021,0.692042,0.000000,0.000000,1.384083,9,279,63.066202,23
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BELFAST INTERNATIONAL,LOGANAIR LTD,A,S,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,336,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BELFAST INTERNATIONAL,TUI AIRWAYS LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,58
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,A,S,847,0,16,12.166860,44.148320,25.144844,6.141367,5.330243,4.287370,0.811124,0.115875,0.000000,0.000000,1.853998,11,811,56.737589,27
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,D,S,853,0,10,2.549247,54.461182,29.316338,4.982619,3.823870,2.896871,0.463499,0.347625,0.000000,0.000000,1.158749,8,822,73.584906,16
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,A,S,271,0,15,35.664336,31.818182,16.083916,4.195804,2.447552,4.195804,0.349650,0.000000,0.000000,0.000000,5.244755,7,276,69.896194,18
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,D,S,268,0,10,5.755396,45.323741,26.618705,8.273381,6.115108,3.597122,0.719424,0.000000,0.000000,0.000000,3.597122,10,280,70.486111,16
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,DUNDEE,LOGANAIR LTD,A,S,1,0,0,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,DUNDEE,LOGANAIR LTD,D,S,1,0,0,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,EASTERN AIRWAYS,A,S,0,0,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,EASTERN AIRWAYS,D,C,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,EASTERN AIRWAYS,D,S,0,0,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,A,S,3,0,0,0.000000,0.000000,33.333333,33.333333,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,6,14.285714,62
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,D,S,3,0,3,0.000000,0.000000,16.666667,0.000000,16.666667,0.000000,0.000000,16.666667,0.000000,0.000000,50.000000,90,1,0.000000,95
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GLASGOW,EASYJET UK LTD,A,S,2,0,0,0.000000,0.000000,50.000000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,A,S,1,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42,2,50.000000,66
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,15
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,D,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0.000000,75
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GUERNSEY,AURIGNY AIR SERVICES,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,50.000000,14
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GUERNSEY,AURIGNY AIR SERVICES,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,53
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GUERNSEY,LOGANAIR LTD,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2,0.000000,45
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,GUERNSEY,LOGANAIR LTD,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2,0.000000,48
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,A,S,323,0,94,3.117506,30.455635,28.297362,5.755396,4.316547,3.597122,0.959233,0.959233,0.000000,0.000000,22.541966,15,325,66.312997,19
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,D,S,325,0,75,1.250000,34.500000,23.250000,5.750000,6.750000,5.000000,3.750000,1.000000,0.000000,0.000000,18.750000,21,331,68.716578,15
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,INVERNESS,BRITISH AIRWAYS PLC,A,S,0,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,INVERNESS,EASYJET UK LTD,A,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,INVERNESS,EASYJET UK LTD,D,S,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,INVERNESS,LOGANAIR LTD,A,S,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,ISLE OF MAN,LOGANAIR LTD,D,S,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,KIRKWALL,EASTERN AIRWAYS,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,4
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,A,C,2,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,1,0.000000,18
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,A,S,702,0,36,18.292683,39.972900,18.428184,6.910569,5.691057,3.929539,1.490515,0.406504,0.000000,0.000000,4.878049,12,852,75.194661,16
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,D,C,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
14/03/2025 12:26,2024,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,D,S,700,0,38,2.574526,41.192412,31.165312,6.775068,5.555556,3.794038,2.032520,1.761518,0.000000,0.000000,5.149051,16,856,71.317829,17
