rundate,reporting_period,reporting_airport_group_name,reporting_airport_name,freight_scheduled_passenger_aircraft_foreign_EU,freight_scheduled_cargo_aircraft_foreign_EU,freight_charter_passenger_aircraft_foreign_EU,freight_charter_cargo_aircraft_foreign_EU,freight_scheduled_passenger_aircraft_foreign_non_EU,freight_scheduled_cargo_aircraft_foreign_non_EU,freight_charter_passenger_aircraft_foreign_non_EU,freight_charter_cargo_aircraft_foreign_non_EU,freight_schedueld_passenger_aircraft_UK,freight_scheduled_cargo_aircraft_UK,freight_charter_passenger_aircraft_UK,freight_charter_cargo_aircraft_UK
14/03/2025 12:01:51,2024,London Area Airports,  GATWICK,455.849000,0.000000,87.981000,0.000000,101007.045000,0.000000,2409.753000,0.000000,0.133000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,London Area Airports,  HEATHROW,41125.706000,14583.831000,0.000000,22029.947000,1412947.521000,37549.020000,29.322000,3861.304000,78.672000,0.000000,0.000000,93.756000
14/03/2025 12:01:51,2024,London Area Airports,  LUTON,7.493000,18885.536000,0.521000,9409.651000,40.818000,1340.563000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,London Area Airports,  STANSTED,3122.674000,73084.782000,2.752000,0.000000,12750.829000,196237.041000,0.000000,8926.715000,4.824000,127.473000,0.000000,97.972000
14/03/2025 12:01:51,2024,Other UK Airports,  ABERDEEN,33.264000,0.725000,0.006000,0.000000,176.162000,0.532000,685.249000,26.579000,75.147000,5192.312000,168.436000,240.779000
14/03/2025 12:01:51,2024,Other UK Airports,  BARRA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.547000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  BELFAST CITY (GEORGE BEST),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.257000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  BELFAST INTERNATIONAL,3.887000,29.102000,0.000000,0.000000,0.000000,768.094000,0.000000,112.592000,4.560000,23749.938000,0.000000,56.200000
14/03/2025 12:01:51,2024,Other UK Airports,  BENBECULA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.593000,0.000000,0.000000,3.746000
14/03/2025 12:01:51,2024,Other UK Airports,  BIRMINGHAM,51.803000,15826.887000,3.517000,227.371000,14955.162000,12152.068000,229.845000,10205.645000,8.764000,83.794000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  BOURNEMOUTH,0.000000,0.000000,0.157000,5901.067000,0.000000,0.000000,0.000000,20683.590000,0.000000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  BRISTOL,2.108000,0.000000,0.061000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  CARDIFF WALES,0.247000,0.000000,0.245000,0.000000,0.000000,0.000000,0.000000,1828.783000,0.000000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  EAST MIDLANDS INTERNATIONAL,0.141000,163548.980000,0.168000,22984.977000,0.000000,112657.943000,0.000000,11555.311000,0.000000,32239.095000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  EDINBURGH,103.964000,6090.340000,1.863000,0.000000,8548.681000,0.000000,0.000000,0.000000,71.899000,5669.776000,0.000000,84.562000
14/03/2025 12:01:51,2024,Other UK Airports,  GLASGOW,47.603000,0.000000,12.262000,0.000000,6020.049000,0.000000,0.001000,0.000000,201.669000,0.063000,0.000000,248.874000
14/03/2025 12:01:51,2024,Other UK Airports,  HUMBERSIDE,0.204000,0.000000,6.000000,2.000000,0.000000,0.000000,47.670000,8.246000,0.015000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  ISLAY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,243.879000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  ISLES OF SCILLY (ST.MARYS),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.400000,22.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  KIRKWALL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.188000,0.000000,0.000000,4.274000
14/03/2025 12:01:51,2024,Other UK Airports,  LANDS END (ST JUST),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.400000,21.800000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  LIVERPOOL (JOHN LENNON),0.546000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.927000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  MANCHESTER,1302.229000,2207.781000,163.366000,10.888000,82096.091000,1886.398000,674.801000,0.000000,53.970000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  NEWCASTLE,2.717000,0.000000,0.000000,223.730000,5819.554000,0.000000,0.000000,0.000000,0.566000,0.000000,0.000000,33.089000
14/03/2025 12:01:51,2024,Other UK Airports,  NEWQUAY,0.357000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.524000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  NORWICH,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.306000,0.000000,0.000000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  PRESTWICK,0.287000,3148.870000,2.734000,94.320000,0.000000,5655.243000,0.000000,597.837000,0.000000,9.705000,0.000000,5.517000
14/03/2025 12:01:51,2024,Other UK Airports,  SOUTHAMPTON,0.184000,0.000000,0.000000,0.000000,0.003000,0.000000,0.000000,0.000000,80.776000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  STORNOWAY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.265000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  SUMBURGH,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.593000,0.000000,72.151000,0.000000,47.187000,1.903000
14/03/2025 12:01:51,2024,Other UK Airports,  TEESSIDE INTERNATIONAL AIRPORT,0.000000,440.733000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Other UK Airports,  TIREE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.038000,0.000000,0.000000,0.000000
14/03/2025 12:01:51,2024,Non UK Reporting Airports,  ALDERNEY,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.324000,0.325000,0.000000,0.000000
14/03/2025 12:01:51,2024,Non UK Reporting Airports,  GUERNSEY,0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.372000,3.514000,0.000000,305.995000
14/03/2025 12:01:51,2024,Non UK Reporting Airports,  ISLE OF MAN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.237000,0.000000,0.000000,2.111000
14/03/2025 12:01:51,2024,Non UK Reporting Airports,  JERSEY,0.000000,0.000000,0.171000,0.000000,0.000000,0.000000,0.000000,0.000000,95.272000,410.584000,0.000000,0.000000

