rundate,report_period,region_num,foreign_region,foreign_country,uk_group,uk_apt,foreign_apt,ty_t_pax,ty_s_pax,ty_c_pax,ly_t_pax,ly_s_pax,ly_c_pax,pc_change
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,GATWICK,INNSBRUCK,199556,175626,23930,160547,137098,23449,24.29756
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,GATWICK,SALZBURG,160085,145247,14838,146614,131897,14717,9.18807
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,GATWICK,VIENNA,302021,302021,0,278357,278357,0,8.50131
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,HEATHROW,INNSBRUCK,23525,23525,0,40397,40397,0,-41.76548
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,HEATHROW,SALZBURG,21089,21089,0,20205,20205,0,4.37515
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,HEATHROW,VIENNA,805440,805440,0,717923,717923,0,12.1903
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,LONDON CITY,INNSBRUCK,136,136,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,LONDON CITY,SALZBURG,1556,1556,0,2417,2417,0,-35.62267
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,LUTON,GRAZ,174,174,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,LUTON,INNSBRUCK,11360,6051,5309,11040,5583,5457,2.89855
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,LUTON,SALZBURG,54559,54559,0,8813,8813,0,519.0741
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,LUTON,VIENNA,375,375,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,STANSTED,INNSBRUCK,8977,3191,5786,9672,4656,5016,-7.18569
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,STANSTED,KLAGENFURT,28623,28088,535,30050,29588,462,-4.74875
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,STANSTED,LINZ,5266,5266,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,STANSTED,SALZBURG,100262,96354,3908,91553,88062,3491,9.51252
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,1,STANSTED,VIENNA,350444,350115,329,262015,262015,0,33.74959
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BELFAST INTERNATIONAL,SALZBURG,4068,3680,388,4253,4253,0,-4.34987
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BELFAST INTERNATIONAL,VIENNA,0,0,0,392,0,392,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIGGIN HILL,GRAZ,262,0,262,91,0,91,187.91209
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIGGIN HILL,INNSBRUCK,20,0,20,25,0,25,-20
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIGGIN HILL,LINZ,16,0,16,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIGGIN HILL,VIENNA,39,0,39,29,0,29,34.48276
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIGGIN HILL,ZELTWEG (MILITARY),61,0,61,168,0,168,-63.69048
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIRMINGHAM,GRAZ,88,0,88,99,0,99,-11.11111
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIRMINGHAM,INNSBRUCK,24294,13854,10440,21886,11016,10870,11.00247
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIRMINGHAM,KLAGENFURT,182,0,182,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIRMINGHAM,LINZ,82,0,82,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIRMINGHAM,SALZBURG,15140,5774,9366,14919,5729,9190,1.48133
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BIRMINGHAM,VIENNA,12971,12971,0,5143,5143,0,152.20688
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BRISTOL,GRAZ,0,0,0,99,0,99,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BRISTOL,INNSBRUCK,27924,22678,5246,30069,25322,4747,-7.13359
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BRISTOL,SALZBURG,13617,9657,3960,17188,13298,3890,-20.77612
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,BRISTOL,VIENNA,3879,3879,0,10861,10861,0,-64.28506
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,EAST MIDLANDS INTERNATIONAL,LINZ,0,0,0,172,0,172,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,EAST MIDLANDS INTERNATIONAL,SALZBURG,7547,3697,3850,7981,4807,3174,-5.43792
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,EAST MIDLANDS INTERNATIONAL,VIENNA,2137,2137,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,EDINBURGH,INNSBRUCK,13794,5594,8200,11228,5529,5699,22.85358
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,EDINBURGH,SALZBURG,4462,4462,0,5060,5060,0,-11.81818
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,EDINBURGH,VIENNA,76866,76866,0,51833,51833,0,48.29549
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,GLASGOW,SALZBURG,6110,0,6110,6080,0,6080,0.49342
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,GLASGOW,VIENNA,1973,1973,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,GUERNSEY,GRAZ,1,0,1,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,ISLE OF MAN,SALZBURG,9,0,9,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,LEEDS BRADFORD,SALZBURG,3644,3644,0,4741,4741,0,-23.13858
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,LEEDS BRADFORD,VIENNA,3345,3345,0,2321,2321,0,44.11891
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,LIVERPOOL (JOHN LENNON),LINZ,0,0,0,3627,146,3481,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,LIVERPOOL (JOHN LENNON),SALZBURG,4387,4387,0,3827,3827,0,14.63287
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,LIVERPOOL (JOHN LENNON),VIENNA,47,0,47,6619,6619,0,-99.28992
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,MANCHESTER,INNSBRUCK,47244,36172,11072,43757,32672,11085,7.96901
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,MANCHESTER,KLAGENFURT,0,0,0,1515,1515,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,MANCHESTER,SALZBURG,30597,16303,14294,29692,12736,16956,3.04796
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,MANCHESTER,VIENNA,153041,152981,60,112742,112742,0,35.74444
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,NEWCASTLE,INNSBRUCK,4643,4643,0,4701,4701,0,-1.23378
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,NEWCASTLE,SALZBURG,9728,9728,0,10095,10095,0,-3.63546
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,NEWCASTLE,VIENNA,2857,2857,0,2434,2434,0,17.3788
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,NORWICH,INNSBRUCK,127,0,127,139,0,139,-8.63309
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,AUSTRIA,2,SOUTHAMPTON,SALZBURG,0,0,0,1895,1895,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,1,GATWICK,BRUSSELS,352,89,263,63,63,0,458.73016
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,1,HEATHROW,BRUSSELS,570669,570669,0,585429,585429,0,-2.52123
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,1,LONDON CITY,ANTWERP,4828,4828,0,11152,11152,0,-56.70732
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,1,LUTON,BRUSSELS,0,0,0,251,251,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,1,STANSTED,BRUSSELS,167,126,41,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,1,STANSTED,CHARLEROI,0,0,0,349,349,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,ABERDEEN,BRUSSELS,376,0,376,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,ABERDEEN,LIEGE,0,0,0,86,0,86,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BELFAST CITY (GEORGE BEST),OSTEND,126,0,126,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BELFAST INTERNATIONAL,LIEGE,82,0,82,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BIGGIN HILL,ANTWERP,12,0,12,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BIGGIN HILL,BRUSSELS,10,0,10,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BIGGIN HILL,LIEGE,357,0,357,352,0,352,1.42045
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BIRMINGHAM,BRUSSELS,22745,22646,99,73230,73111,119,-68.94033
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BIRMINGHAM,OSTEND,90,0,90,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,BRISTOL,BRUSSELS,183,183,0,68,68,0,169.11765
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,EAST MIDLANDS INTERNATIONAL,BRUSSELS,97,0,97,154,0,154,-37.01299
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,EAST MIDLANDS INTERNATIONAL,LIEGE,0,0,0,89,0,89,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,EAST MIDLANDS INTERNATIONAL,OSTEND,84,0,84,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,EDINBURGH,BRUSSELS,64726,64726,0,60374,60374,0,7.2084
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,EDINBURGH,CHARLEROI,129807,129807,0,131968,131968,0,-1.63752
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,EDINBURGH,OSTEND,122,0,122,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,GLASGOW,BRUSSELS,95,0,95,41,0,41,131.70732
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,GLASGOW,CHARLEROI,16703,16703,0,24459,24459,0,-31.71021
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,GLASGOW,LIEGE,0,0,0,98,0,98,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,GLASGOW,OSTEND,1083,0,1083,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,INVERNESS,BRUSSELS,66,0,66,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,INVERNESS,OSTEND,7,0,7,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,LIVERPOOL (JOHN LENNON),BRUSSELS,0,0,0,501,0,501,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,LIVERPOOL (JOHN LENNON),CHARLEROI,0,0,0,17380,17380,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,LIVERPOOL (JOHN LENNON),LIEGE,0,0,0,160,0,160,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,MANCHESTER,BRUSSELS,141084,141084,0,156667,156667,0,-9.94657
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,MANCHESTER,CHARLEROI,270274,270274,0,239384,239384,0,12.90395
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,NORWICH,LIEGE,50,0,50,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,NORWICH,OSTEND,50,0,50,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,PRESTWICK,OSTEND,439,0,439,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,BELGIUM,2,SOUTHAMPTON,BRUSSELS,258,0,258,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,GATWICK,DUBROVNIK,244467,240704,3763,256527,253044,3483,-4.70126
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,GATWICK,PULA,27094,13849,13245,44318,32372,11946,-38.86457
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,GATWICK,RIJEKA,0,0,0,11352,11352,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,GATWICK,SPLIT,169505,154819,14686,174500,159342,15158,-2.86246
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,GATWICK,ZADAR,5623,5623,0,5990,5990,0,-6.12688
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,GATWICK,ZAGREB,92,92,0,116,116,0,-20.68966
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,HEATHROW,DUBROVNIK,44127,44127,0,23575,23575,0,87.17709
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,HEATHROW,PULA,4748,4748,0,4568,4568,0,3.94046
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,HEATHROW,SPLIT,65332,65332,0,62598,62598,0,4.36755
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,HEATHROW,ZAGREB,108925,108925,0,101168,101168,0,7.66744
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,LONDON CITY,SPLIT,3535,3535,0,3245,3245,0,8.93683
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,LUTON,DUBROVNIK,0,0,0,20698,20698,0,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,LUTON,PULA,21738,21738,0,11314,11314,0,92.13364
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,LUTON,SPLIT,143939,143939,0,130558,130558,0,10.24908
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,DUBROVNIK,112005,112005,0,39292,39292,0,185.05803
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,OSIJEK,18938,18938,0,13260,13260,0,42.82051
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,PULA,24594,24594,0,23415,23415,0,5.03523
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,RIJEKA,10890,10751,139,11314,11314,0,-3.74757
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,SPLIT,31456,31456,0,25425,25425,0,23.72075
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,ZADAR,62287,62287,0,33825,33825,0,84.14486
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,1,STANSTED,ZAGREB,148948,148948,0,118078,118078,0,26.14374
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BELFAST INTERNATIONAL,DUBROVNIK,9372,9372,0,8192,8192,0,14.4043
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BELFAST INTERNATIONAL,SPLIT,643,0,643,169,0,169,280.47337
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BIGGIN HILL,DUBROVNIK,23,0,23,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BIRMINGHAM,DUBROVNIK,44552,44552,0,44628,44628,0,-0.1703
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BIRMINGHAM,PULA,11096,0,11096,11585,0,11585,-4.22098
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BIRMINGHAM,SPLIT,22314,22314,0,17863,17863,0,24.91743
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BIRMINGHAM,ZADAR,14897,14897,0,8345,8345,0,78.51408
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BIRMINGHAM,ZAGREB,79,0,79,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BOURNEMOUTH,ZADAR,12183,12183,0,11190,11190,0,8.87399
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BRISTOL,DUBROVNIK,54823,53275,1548,42577,42577,0,28.76201
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BRISTOL,PULA,21166,21166,0,15004,15004,0,41.06905
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,BRISTOL,SPLIT,49985,49985,0,51821,51821,0,-3.54297
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,CARDIFF WALES,DUBROVNIK,8396,185,8211,8784,0,8784,-4.41712
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,CARDIFF WALES,OSIJEK,0,0,0,76,0,76,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,CARDIFF WALES,SPLIT,0,0,0,966,0,966,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,CARDIFF WALES,ZAGREB,123,0,123,74,0,74,66.21622
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,EAST MIDLANDS INTERNATIONAL,DUBROVNIK,31314,31314,0,17395,17395,0,80.01725
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,EDINBURGH,DUBROVNIK,42466,42466,0,40458,40458,0,4.96317
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,EDINBURGH,SPLIT,13547,13547,0,7897,7897,0,71.54616
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,EDINBURGH,ZADAR,11571,11571,0,11367,11367,0,1.79467
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,GLASGOW,DUBROVNIK,9483,7309,2174,9103,7378,1725,4.17445
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,GLASGOW,OSIJEK,98,0,98,81,0,81,20.98765
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,GLASGOW,PULA,6175,6175,0,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,GLASGOW,SPLIT,16173,16094,79,15961,15961,0,1.32824
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,GLASGOW,ZAGREB,1676,0,1676,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,JERSEY,SPLIT,661,0,661,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,JERSEY,ZADAR,1443,0,1443,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,LEEDS BRADFORD,DUBROVNIK,29649,20738,8911,25178,16491,8687,17.75757
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,LEEDS BRADFORD,SPLIT,11840,11840,0,11407,11407,0,3.79591
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,LEEDS BRADFORD,ZADAR,13536,13536,0,10816,10816,0,25.14793
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,LIVERPOOL (JOHN LENNON),ZADAR,11849,11849,0,11463,11463,0,3.36736
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,MANCHESTER,DUBROVNIK,107922,106025,1897,86396,84281,2115,24.91551
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,MANCHESTER,PULA,14848,0,14848,14966,0,14966,-0.78845
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,MANCHESTER,SPLIT,75520,61674,13846,69771,55329,14442,8.23981
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,MANCHESTER,ZADAR,16631,16130,501,11461,11461,0,45.1095
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,MANCHESTER,ZAGREB,19640,19640,0,26282,26282,0,-25.27205
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,NEWCASTLE,DUBROVNIK,18212,18212,0,17859,17859,0,1.97659
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,NEWCASTLE,ZADAR,13778,13778,0,11463,11463,0,20.19541
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CROATIA,2,PRESTWICK,ZADAR,692,0,692,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,GATWICK,LARNACA,344474,293893,50581,333814,284855,48959,3.1934
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,GATWICK,PAPHOS,385442,316340,69102,392831,321266,71565,-1.88096
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,HEATHROW,LARNACA,399559,399559,0,379982,379982,0,5.15209
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,HEATHROW,PAPHOS,19708,19708,0,9488,9488,0,107.71501
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,LUTON,LARNACA,181625,181625,0,209139,208960,179,-13.15584
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,LUTON,PAPHOS,78658,78470,188,59919,59919,0,31.27389
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,STANSTED,LARNACA,62912,62912,0,52396,52396,0,20.07023
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,1,STANSTED,PAPHOS,209880,180020,29860,226761,203635,23126,-7.4444
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BELFAST INTERNATIONAL,LARNACA,27571,23628,3943,0,0,0,0
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BELFAST INTERNATIONAL,PAPHOS,17381,17381,0,11095,11095,0,56.65615
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BIGGIN HILL,LARNACA,67,0,67,42,0,42,59.52381
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BIGGIN HILL,PAPHOS,0,0,0,3,0,3,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BIRMINGHAM,AKROTIRI,0,0,0,64,0,64,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BIRMINGHAM,LARNACA,123443,79935,43508,101124,60089,41035,22.07092
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BIRMINGHAM,PAPHOS,120512,73646,46866,108695,59027,49668,10.87171
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BOURNEMOUTH,PAPHOS,18709,186,18523,12828,0,12828,45.84503
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BRISTOL,LARNACA,95258,66902,28356,75254,46718,28536,26.58198
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,BRISTOL,PAPHOS,114832,80083,34749,107046,73670,33376,7.27351
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,CARDIFF WALES,LARNACA,15536,0,15536,8738,0,8738,77.79812
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,CARDIFF WALES,PAPHOS,20642,0,20642,21039,0,21039,-1.88697
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,EAST MIDLANDS INTERNATIONAL,AKROTIRI,0,0,0,73,0,73,-100
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,EAST MIDLANDS INTERNATIONAL,LARNACA,50714,27826,22888,39282,21280,18002,29.10239
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,EAST MIDLANDS INTERNATIONAL,PAPHOS,65200,27745,37455,63842,26456,37386,2.12713
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,EDINBURGH,LARNACA,18522,18163,359,11003,11003,0,68.33591
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,EDINBURGH,PAPHOS,60237,60237,0,61530,61530,0,-2.10141
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,EXETER,PAPHOS,12497,0,12497,12457,0,12457,0.3211
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,GLASGOW,LARNACA,34196,34196,0,11979,11390,589,185.46623
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,GLASGOW,PAPHOS,44832,23995,20837,43326,23024,20302,3.47597
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,LEEDS BRADFORD,LARNACA,38233,38233,0,39139,39139,0,-2.31483
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,LEEDS BRADFORD,PAPHOS,46542,46542,0,46004,46004,0,1.16946
14/03/2025 11:46,2024,1,WESTERN EUROPE-EU,CYPRUS,2,LIVERPOOL (JOHN LENNON),LARNACA,38773,38773,0,44926,44926,0,-13.69586
