rundate,this_period,last_period,reporting_airport_group_name,reporting_airport_name,total_freight_passenger_aircraft_this_period,total_freight_passenger_aircraft_last_period,total_freight_passenger_aircraft_percent_change,total_freight_cargo_aircraft_this_period,total_freight_cargo_aircraft_last_period,total_freight_cargo_aircraft_percent_change,total_freight_this_period,total_freight_last_period,total_freight_percent_change
14/03/2025 11:41:41,2024,2023,London Area Airports,  GATWICK,103960.761000,61123.076000,70.000000,0.000000,0.000000,0.000000,103960.761000,61123.076000,70.000000
14/03/2025 11:41:41,2024,2023,London Area Airports,  HEATHROW,1454181.221000,1255317.337000,16.000000,78117.858000,131727.851000,-41.000000,1532299.079000,1387045.188000,10.000000
14/03/2025 11:41:41,2024,2023,London Area Airports,  LONDON CITY,0.513000,0.131000,0.000000,0.000000,0.000000,0.000000,0.513000,0.131000,0.000000
14/03/2025 11:41:41,2024,2023,London Area Airports,  LUTON,48.832000,42.462000,17.000000,29635.750000,25129.010000,18.000000,29684.582000,25171.472000,18.000000
14/03/2025 11:41:41,2024,2023,London Area Airports,  SOUTHEND,0.000000,0.000000,0.000000,0.000000,77.073000,0.000000,0.000000,77.073000,0.000000
14/03/2025 11:41:41,2024,2023,London Area Airports,  STANSTED,15881.079000,10752.755000,48.000000,278473.983000,240211.540000,16.000000,294355.062000,250964.295000,17.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  ABERDEEN,1138.264000,1391.016000,-18.000000,5460.927000,505.130000,981.000000,6599.191000,1896.146000,248.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BARRA,4.547000,4.371000,25.000000,0.000000,0.000000,0.000000,4.547000,4.371000,25.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BELFAST CITY (GEORGE BEST),8.257000,16.837000,-53.000000,0.000000,0.000000,0.000000,8.257000,16.837000,-53.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BELFAST INTERNATIONAL,8.447000,2.650000,167.000000,24715.926000,22277.628000,11.000000,24724.373000,22280.278000,11.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BENBECULA,20.593000,23.422000,-9.000000,3.746000,2.214000,100.000000,24.339000,25.636000,-8.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BIRMINGHAM,15249.091000,11651.005000,31.000000,38495.765000,9720.351000,296.000000,53744.856000,21371.356000,151.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BOURNEMOUTH,0.157000,0.000000,0.000000,26584.657000,11442.771000,132.000000,26584.814000,11442.771000,132.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  BRISTOL,2.622000,2.283000,50.000000,0.000000,0.000000,0.000000,2.622000,2.283000,50.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  CARDIFF WALES,0.492000,3.027000,0.000000,1828.783000,0.635000,182800.000000,1829.275000,3.662000,45625.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  EAST MIDLANDS INTERNATIONAL,0.309000,0.197000,0.000000,342986.306000,352740.558000,-3.000000,342986.615000,352740.755000,-3.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  EDINBURGH,8726.407000,5801.187000,50.000000,11844.678000,14335.875000,-17.000000,20571.085000,20137.062000,2.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  EXETER,0.000000,0.000000,0.000000,0.000000,8.865000,0.000000,0.000000,8.865000,0.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  GLASGOW,6281.584000,5516.023000,14.000000,248.937000,0.079000,0.000000,6530.521000,5516.102000,18.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  HUMBERSIDE,53.889000,53.357000,2.000000,10.246000,9.095000,11.000000,64.135000,62.452000,3.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  ISLAY,243.879000,245.959000,-1.000000,0.000000,0.000000,0.000000,243.879000,245.959000,-1.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  ISLES OF SCILLY (ST.MARYS),32.400000,66.000000,-52.000000,22.000000,45.000000,-51.000000,54.400000,111.000000,-51.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  KIRKWALL,22.188000,17.878000,22.000000,4.274000,3.264000,33.000000,26.462000,21.142000,24.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  LANDS END (ST JUST),31.400000,39.400000,-21.000000,21.800000,43.900000,-50.000000,53.200000,83.300000,-36.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  LEEDS BRADFORD,0.000000,0.593000,0.000000,0.000000,0.000000,0.000000,0.000000,0.593000,0.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  LIVERPOOL (JOHN LENNON),12.473000,13.414000,-8.000000,0.000000,211.828000,0.000000,12.473000,225.242000,-95.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  MANCHESTER,84290.457000,67807.445000,24.000000,4105.067000,23.183000,17748.000000,88395.524000,67830.628000,30.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  NEWCASTLE,5822.837000,2397.204000,143.000000,256.819000,1151.670000,-78.000000,6079.656000,3548.874000,71.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  NEWQUAY,0.881000,0.568000,0.000000,0.000000,0.000000,0.000000,0.881000,0.568000,0.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  NORWICH,34.306000,475.413000,-93.000000,0.000000,0.000000,0.000000,34.306000,475.413000,-93.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  PRESTWICK,3.021000,9.659000,-70.000000,9511.492000,10663.498000,-11.000000,9514.513000,10673.157000,-11.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  SOUTHAMPTON,80.963000,32.895000,145.000000,0.000000,0.000000,0.000000,80.963000,32.895000,145.000000
14/03/2025 11:41:41,2024,2023,Other UK Airports,  STORNOWAY,91.265000,105.286000,-13.000000,0.000000,0.000000,0.000000,91.265000,105.286000,-13.000000
